Identifiant_de_l_etablissement;Statut_public_prive;Type_contrat_prive;Code_type_contrat_prive
0810005R;Public;SANS OBJET;99
0650058K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0340076Y;Public;SANS OBJET;99
0630001J;Public;SANS OBJET;99
0260071L;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0492015Z;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0260063C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0511565Z;Public;SANS OBJET;99
0671610L;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0422318S;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0251024C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0312356T;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0170103V;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0331488N;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0640017W;Public;SANS OBJET;99
0130143K;Public;SANS OBJET;99
0330020T;Public;SANS OBJET;99
0170042D;Public;SANS OBJET;99
9740471U;Public;SANS OBJET;99
0694069Y;Public;SANS OBJET;99
9741256X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0230002C;Public;SANS OBJET;99
0600014P;Public;SANS OBJET;99
0100003Z;Public;SANS OBJET;99
0131360H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0641844G;Public;SANS OBJET;99
0630052P;Public;SANS OBJET;99
0572340J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0440030U;Public;SANS OBJET;99
0831563Y;Public;SANS OBJET;99
0442899M;Public;SANS OBJET;99
0690023A;Public;SANS OBJET;99
0250011B;Public;SANS OBJET;99
0670049P;Public;SANS OBJET;99
0100047X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0500016W;Public;SANS OBJET;99
0410954P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0450040Z;Public;SANS OBJET;99
0952196W;Public;SANS OBJET;99
0951753P;Public;SANS OBJET;99
0750692V;Public;SANS OBJET;99
0310017A;Public;SANS OBJET;99
0772310T;Public;SANS OBJET;99
0783344L;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0371417P;Public;SANS OBJET;99
0932046U;Public;SANS OBJET;99
0830007G;Public;SANS OBJET;99
0060033D;Public;SANS OBJET;99
0572341K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0400017B;Public;SANS OBJET;99
0171418Z;Public;SANS OBJET;99
0530010Y;Public;SANS OBJET;99
0381666E;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0133822J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0133931C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0671602C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0550008K;Public;SANS OBJET;99
0441982R;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0771512A;Public;SANS OBJET;99
0753919C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0490840X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0631861F;Public;SANS OBJET;99
0271582Y;Public;SANS OBJET;99
0450050K;Public;SANS OBJET;99
0301654K;Public;SANS OBJET;99
9720695Y;Public;SANS OBJET;99
0542293Z;Public;SANS OBJET;99
0542262R;Public;SANS OBJET;99
0750612H;Public;SANS OBJET;99
0610026X;Public;SANS OBJET;99
0783431F;Public;SANS OBJET;99
0750652B;Public;SANS OBJET;99
0760023M;Public;SANS OBJET;99
0270029K;Public;SANS OBJET;99
0932303Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0490003M;Public;SANS OBJET;99
0932110N;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0142107P;Public;SANS OBJET;99
0930834B;Public;SANS OBJET;99
0820917B;Public;SANS OBJET;99
9840018X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0390033Z;Public;SANS OBJET;99
0260023J;Public;SANS OBJET;99
0300125Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0690521S;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0660768B;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0570214Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0940126B;Public;SANS OBJET;99
0870050G;Public;SANS OBJET;99
0740027C;Public;SANS OBJET;99
0442226F;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0300112J;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0300047N;Public;SANS OBJET;99
0312744P;Public;SANS OBJET;99
0110045P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0781949V;Public;SANS OBJET;99
0780422K;Public;SANS OBJET;99
0772230F;Public;SANS OBJET;99
9720615L;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0721493G;Public;SANS OBJET;99
0540042C;Public;SANS OBJET;99
0690539L;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0060793E;Public;SANS OBJET;99
0820531G;Public;SANS OBJET;99
0390809T;Public;SANS OBJET;99
0500060U;Public;SANS OBJET;99
0870671G;Public;SANS OBJET;99
0441795M;Privé;SANS OBJET;99
0900246D;Public;SANS OBJET;99
0870590U;Public;SANS OBJET;99
0790977H;Privé;SANS OBJET;99
0030888Z;Privé;SANS OBJET;99
9840277D;Public;SANS OBJET;99
0100734U;Privé;SANS OBJET;99
0421674S;Privé;SANS OBJET;99
0190087S;Public;SANS OBJET;99
0110710M;Public;SANS OBJET;99
0221033D;Privé;SANS OBJET;99
0341915X;Public;SANS OBJET;99
0660039J;Public;SANS OBJET;99
0311843K;Privé;SANS OBJET;99
9830537S;Privé;SANS OBJET;99
0820725T;Privé;SANS OBJET;99
0490963F;Public;SANS OBJET;99
0491802T;Privé;SANS OBJET;99
0491809A;Privé;SANS OBJET;99
0783455G;Privé;SANS OBJET;99
0291751W;Privé;SANS OBJET;99
0762442S;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0631162W;Privé;SANS OBJET;99
0020060E;Public;SANS OBJET;99
0681222J;Public;SANS OBJET;99
0753919C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0931026K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0922464D;Public;SANS OBJET;99
0771940R;Public;SANS OBJET;99
0261067U;Privé;SANS OBJET;99
0501793C;Privé;SANS OBJET;99
0721009F;Privé;SANS OBJET;99
0801328J;Public;SANS OBJET;99
0711120G;Public;SANS OBJET;99
0021818R;Privé;SANS OBJET;99
0770945J;Public;SANS OBJET;99
0110857X;Privé;SANS OBJET;99
9830484J;Public;SANS OBJET;99
0641548K;Privé;SANS OBJET;99
0381817U;Public;SANS OBJET;99
0080804F;Public;SANS OBJET;99
0530818B;Privé;SANS OBJET;99
0941232D;Public;SANS OBJET;99
0501234V;Public;SANS OBJET;99
0860718N;Public;SANS OBJET;99
0781071R;Privé;SANS OBJET;99
0660631C;Privé;SANS OBJET;99
0840797K;Privé;SANS OBJET;99
0100735V;Public;SANS OBJET;99
0010032E;Public;SANS OBJET;99
0880004B;Public;SANS OBJET;99
0750711R;Public;SANS OBJET;99
0951147F;Public;SANS OBJET;99
0750690T;Public;SANS OBJET;99
0271049U;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0753897D;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0660011D;Public;SANS OBJET;99
0820724S;Privé;SANS OBJET;99
0221680G;Privé;SANS OBJET;99
0382373Y;Privé;SANS OBJET;99
0570112M;Public;SANS OBJET;99
0131656E;Public;SANS OBJET;99
0332282B;Privé;SANS OBJET;99
0740283F;Privé;SANS OBJET;99
0840746E;Privé;SANS OBJET;99
0790768F;Public;SANS OBJET;99
0511219Y;Public;SANS OBJET;99
0530520C;Public;SANS OBJET;99
0341474T;Privé;SANS OBJET;99
0030094L;Public;SANS OBJET;99
0311268K;Public;SANS OBJET;99
0351963U;Privé;SANS OBJET;99
0071231A;Privé;SANS OBJET;99
0121292P;Privé;SANS OBJET;99
0470662P;Public;SANS OBJET;99
9740097M;Public;SANS OBJET;99
0640253C;Public;SANS OBJET;99
0251480Y;Privé;SANS OBJET;99
0251481Z;Privé;SANS OBJET;99
0595540B;Public;SANS OBJET;99
9710804X;Public;SANS OBJET;99
0910756C;Public;SANS OBJET;99
0180572Z;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0313083H;Public;SANS OBJET;99
0050004C;Public;SANS OBJET;99
0050005D;Public;SANS OBJET;99
0341477W;Privé;SANS OBJET;99
0450782F;Public;SANS OBJET;99
0060677D;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0831551K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0021476U;Public;SANS OBJET;99
0932117W;Public;SANS OBJET;99
0350791V;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0350793X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0220027K;Public;SANS OBJET;99
0740927F;Public;SANS OBJET;99
0410854F;Privé;SANS OBJET;99
0650029D;Public;SANS OBJET;99
0170025K;Public;SANS OBJET;99
0301862L;Public;SANS OBJET;99
7200583W;Public;SANS OBJET;99
0580054U;Public;SANS OBJET;99
0070021K;Public;SANS OBJET;99
0390812W;Public;SANS OBJET;99
0330089T;Public;SANS OBJET;99
0530013B;Public;SANS OBJET;99
0142133T;Public;SANS OBJET;99
0100025Y;Public;SANS OBJET;99
0720822C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0300058A;Public;SANS OBJET;99
0382271M;Public;SANS OBJET;99
0640066Z;Public;SANS OBJET;99
0440315D;Public;SANS OBJET;99
0240039M;Public;SANS OBJET;99
0070004S;Public;SANS OBJET;99
0132280H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0220117H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0851344Z;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0590010R;Public;SANS OBJET;99
0290168A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0932291K;Public;SANS OBJET;99
0691654Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0560053D;Public;SANS OBJET;99
0380010E;Public;SANS OBJET;99
0330102G;Public;SANS OBJET;99
0510037N;Public;SANS OBJET;99
0330060L;Public;SANS OBJET;99
0270052K;Public;SANS OBJET;99
0760088H;Public;SANS OBJET;99
0560117Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0390020K;Public;SANS OBJET;99
0590015W;Public;SANS OBJET;99
0740031G;Public;SANS OBJET;99
0860823C;Public;SANS OBJET;99
9740015Y;Public;SANS OBJET;99
0250001R;Public;SANS OBJET;99
0850142T;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
9740472V;Public;SANS OBJET;99
0540015Y;Public;SANS OBJET;99
0790090U;Public;SANS OBJET;99
0601946P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0061635V;Public;SANS OBJET;99
0570095U;Public;SANS OBJET;99
0620030W;Public;SANS OBJET;99
0950656X;Public;SANS OBJET;99
0340045P;Public;SANS OBJET;99
0880023X;Public;SANS OBJET;99
0440034Y;Public;SANS OBJET;99
0594532F;Public;SANS OBJET;99
0250010A;Public;SANS OBJET;99
0170070J;Public;SANS OBJET;99
0711384U;Public;SANS OBJET;99
0592928M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0601162M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0131484T;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0511884W;Public;SANS OBJET;99
0593078A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0912364A;Public;SANS OBJET;99
0280044W;Public;SANS OBJET;99
0250043L;Public;SANS OBJET;99
0341385W;Public;SANS OBJET;99
0450786K;Public;SANS OBJET;99
0590223X;Public;SANS OBJET;99
0130071G;Public;SANS OBJET;99
0700038L;Public;SANS OBJET;99
0730012S;Public;SANS OBJET;99
0595918M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0440001M;Public;SANS OBJET;99
0131675A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
9741060J;Privé;SANS OBJET;99
0251994G;Public;SANS OBJET;99
0130049H;Public;SANS OBJET;99
0710080B;Public;SANS OBJET;99
0061394H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0920164D;Public;SANS OBJET;99
0590065A;Public;SANS OBJET;99
0620220C;Public;SANS OBJET;99
0410693F;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0511147V;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0390786T;Public;SANS OBJET;99
0840016L;Public;SANS OBJET;99
0592980U;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0570124A;Public;SANS OBJET;99
0060023T;Public;SANS OBJET;99
0620221D;Public;SANS OBJET;99
0594404S;Public;SANS OBJET;99
0700011G;Public;SANS OBJET;99
0620257T;Public;SANS OBJET;99
0451067R;Public;SANS OBJET;99
0951618T;Public;SANS OBJET;99
0590111A;Public;SANS OBJET;99
9740910W;Public;SANS OBJET;99
0251035P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0570051W;Public;SANS OBJET;99
0251079M;Public;SANS OBJET;99
0160862A;Public;SANS OBJET;99
0740014N;Public;SANS OBJET;99
0590098L;Public;SANS OBJET;99
0260116K;Public;SANS OBJET;99
0830016S;Public;SANS OBJET;99
0291633T;Public;SANS OBJET;99
0371211R;Public;SANS OBJET;99
0130063Y;Public;SANS OBJET;99
0060082G;Public;SANS OBJET;99
0340030Y;Public;SANS OBJET;99
0580582T;Public;SANS OBJET;99
0332550T;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0640134Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0711067Z;Public;SANS OBJET;99
0520795G;Public;SANS OBJET;99
0750808W;Public;SANS OBJET;99
0932048W;Public;SANS OBJET;99
0330142A;Public;SANS OBJET;99
0141866C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0312064A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0810018E;Public;SANS OBJET;99
0310054R;Public;SANS OBJET;99
0430103D;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0630078T;Public;SANS OBJET;99
0520021R;Public;SANS OBJET;99
0850130E;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0754239A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0620059C;Public;SANS OBJET;99
0560027A;Public;SANS OBJET;99
0931024H;Public;SANS OBJET;99
0590037V;Public;SANS OBJET;99
0601470X;Public;SANS OBJET;99
0930133P;Public;SANS OBJET;99
0620011A;Public;SANS OBJET;99
0010099C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0670058Z;Public;SANS OBJET;99
0580031U;Public;SANS OBJET;99
0790928E;Public;SANS OBJET;99
0631408N;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
9710418C;Public;SANS OBJET;99
0511146U;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0631034G;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0941951K;Public;SANS OBJET;99
0070112J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0290200K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0850043K;Public;SANS OBJET;99
9830557N;Public;SANS OBJET;99
0030905T;Public;SANS OBJET;99
0630077S;Public;SANS OBJET;99
0631669X;Public;SANS OBJET;99
0912142J;Public;SANS OBJET;99
0501219D;Public;SANS OBJET;99
0780273Y;Public;SANS OBJET;99
0420077F;Public;SANS OBJET;99
0020052W;Public;SANS OBJET;99
0690043X;Public;SANS OBJET;99
0400097N;Public;SANS OBJET;99
0730774V;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0080028M;Public;SANS OBJET;99
0760082B;Public;SANS OBJET;99
0400019D;Public;SANS OBJET;99
0440036A;Public;SANS OBJET;99
0601897L;Public;SANS OBJET;99
0860789R;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0400080V;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0693045K;Public;SANS OBJET;99
0312267W;Public;SANS OBJET;99
0442227G;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0772275E;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0622257S;Public;SANS OBJET;99
0940114N;Public;SANS OBJET;99
0221593M;Privé;SANS OBJET;99
0050012L;Public;SANS OBJET;99
9760273T;Public;SANS OBJET;99
0772225A;Public;SANS OBJET;99
0600063T;Public;SANS OBJET;99
0601701Y;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0801950K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0601863Z;Public;SANS OBJET;99
0570225K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0940743X;Public;SANS OBJET;99
0801946F;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0721478R;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0871030X;Public;SANS OBJET;99
0230025C;Public;SANS OBJET;99
0622807P;Public;SANS OBJET;99
0750712S;Public;SANS OBJET;99
0782549X;Public;SANS OBJET;99
0690125L;Public;SANS OBJET;99
0910715H;Public;SANS OBJET;99
0690651H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0690107S;Public;SANS OBJET;99
0660026V;Public;SANS OBJET;99
0141112H;Public;SANS OBJET;99
9840481A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0791029P;Public;SANS OBJET;99
0520008B;Public;SANS OBJET;99
0870003F;Public;SANS OBJET;99
0400002K;Public;SANS OBJET;99
0312759F;Public;SANS OBJET;99
0160020K;Public;SANS OBJET;99
0601845E;Public;SANS OBJET;99
0572027U;Public;SANS OBJET;99
0271579V;Public;SANS OBJET;99
0672604S;Public;SANS OBJET;99
0711896A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0180561M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0260066F;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0312354R;Public;SANS OBJET;99
0492430A;Public;SANS OBJET;99
0624440P;Public;SANS OBJET;99
0600040T;Public;SANS OBJET;99
9840482B;Public;SANS OBJET;99
0460493L;Public;SANS OBJET;99
0090006H;Public;SANS OBJET;99
0442095N;Public;SANS OBJET;99
0801613U;Privé;SANS OBJET;99
0090022A;Public;SANS OBJET;99
0820044C;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0820061W;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0783548H;Public;SANS OBJET;99
0811105L;Privé;SANS OBJET;99
0622803K;Public;SANS OBJET;99
0601575L;Privé;SANS OBJET;99
0310006N;Public;SANS OBJET;99
0311842J;Privé;SANS OBJET;99
9750003E;Public;SANS OBJET;99
0382838D;Public;SANS OBJET;99
0750704H;Public;SANS OBJET;99
0420974F;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0750682J;Public;SANS OBJET;99
0750679F;Public;SANS OBJET;99
0420982P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0141599M;Public;SANS OBJET;99
0730772T;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
9741230U;Public;SANS OBJET;99
0580753D;Public;SANS OBJET;99
0190083M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0190062P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0580071M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0671634M;Privé;HORS CONTRAT;10
0301767H;Privé;HORS CONTRAT;10
0754325U;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0694325B;Privé;HORS CONTRAT;10
0597283W;Privé;HORS CONTRAT;10
0442617F;Privé;HORS CONTRAT;10
0922691A;Privé;CONTRAT ASSOCIATION PARTIE DES CLASSES;31
0383552E;Privé;HORS CONTRAT;10
0011425U;Public;SANS OBJET;99
0020013D;Public;SANS OBJET;99
0021960V;Public;SANS OBJET;99
0040534J;Public;SANS OBJET;99
0060692V;Privé;HORS CONTRAT;10
0060818G;Privé;HORS CONTRAT;10
0061117G;Privé;HORS CONTRAT;10
0061393G;Privé;HORS CONTRAT;10
0061906P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0061995L;Privé;HORS CONTRAT;10
0081146C;Public;SANS OBJET;99
0090543S;Public;SANS OBJET;99
0101157D;Public;SANS OBJET;99
0110063J;Privé;HORS CONTRAT;10
0110973Y;Public;SANS OBJET;99
0130012T;Public;SANS OBJET;99
0131709M;Public;SANS OBJET;99
0133414R;Public;SANS OBJET;99
0133554T;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0141724Y;Privé;SANS OBJET;99
0142480V;Privé;HORS CONTRAT;10
0150042P;Public;SANS OBJET;99
0160865D;Public;SANS OBJET;99
0171472H;Public;SANS OBJET;99
0171550T;Privé;HORS CONTRAT;10
0171647Y;Privé;HORS CONTRAT;10
0180026F;Public;SANS OBJET;99
0180939Y;Privé;HORS CONTRAT;10
0190853Z;Public;SANS OBJET;99
0195017A;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0212187N;Privé;HORS CONTRAT;10
0212188P;Privé;HORS CONTRAT;10
0220070G;Public;SANS OBJET;99
0251674J;Privé;HORS CONTRAT;10
0251808E;Public;SANS OBJET;99
0251890U;Privé;HORS CONTRAT;10
0251970F;Public;SANS OBJET;99
0251976M;Public;SANS OBJET;99
0251993F;Public;SANS OBJET;99
0251995H;Public;SANS OBJET;99
0252000N;Privé;HORS CONTRAT;10
0271872N;Privé;HORS CONTRAT;10
0271884B;Privé;HORS CONTRAT;10
0281177C;Privé;HORS CONTRAT;10
0290101C;Public;SANS OBJET;99
0290104F;Public;SANS OBJET;99
0290321S;Public;SANS OBJET;99
0292067P;Public;SANS OBJET;99
0300056Y;Public;SANS OBJET;99
0301783A;Public;SANS OBJET;99
0311189Z;Privé;HORS CONTRAT;10
0312251D;Privé;HORS CONTRAT;10
0312285R;Public;SANS OBJET;99
0312286S;Public;SANS OBJET;99
0312308R;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0312711D;Privé;HORS CONTRAT;10
0312884S;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0312916B;Public;SANS OBJET;99
0312971L;Public;SANS OBJET;99
0313084J;Public;SANS OBJET;99
0320068A;Public;SANS OBJET;99
0320682T;Privé;HORS CONTRAT;10
0332735U;Public;SANS OBJET;99
0333303L;Public;SANS OBJET;99
0333475Y;Privé;HORS CONTRAT;10
0333488M;Privé;HORS CONTRAT;10
0333576H;Privé;HORS CONTRAT;10
0333579L;Privé;HORS CONTRAT;10
0333601K;Privé;HORS CONTRAT;10
0340088L;Public;SANS OBJET;99
0341793P;Privé;HORS CONTRAT;10
0341828C;Public;SANS OBJET;99
0341938X;Public;SANS OBJET;99
0342249K;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0342270H;Privé;HORS CONTRAT;10
0342446Z;Public;SANS OBJET;99
0342463T;Privé;HORS CONTRAT;10
0342532T;Privé;HORS CONTRAT;10
0352284T;Public;SANS OBJET;99
0352455D;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0352979Y;Privé;HORS CONTRAT;10
0353007D;Privé;HORS CONTRAT;10
0360010R;Public;SANS OBJET;99
0360026H;Public;SANS OBJET;99
0371590C;Public;SANS OBJET;99
0381725U;Privé;HORS CONTRAT;10
0383472T;Privé;HORS CONTRAT;10
0383485G;Privé;HORS CONTRAT;10
0383525A;Privé;HORS CONTRAT;10
0390014D;Public;SANS OBJET;99
0391219N;Privé;HORS CONTRAT;10
0421005P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0430039J;Public;SANS OBJET;99
0442358Z;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0442366H;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0442766T;Public;SANS OBJET;99
0442900N;Public;SANS OBJET;99
0442902R;Privé;HORS CONTRAT;10
0442986G;Privé;HORS CONTRAT;10
0442995S;Privé;HORS CONTRAT;10
0451590J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0451736T;Public;SANS OBJET;99
0451817F;Public;SANS OBJET;99
0460012N;Public;SANS OBJET;99
0460504Y;Privé;SANS OBJET;99
0460691B;Public;SANS OBJET;99
0470064P;Privé;HORS CONTRAT;10
0471055S;Privé;HORS CONTRAT;10
0480041J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0480496D;Public;SANS OBJET;99
0492028N;Privé;HORS CONTRAT;10
0492517V;Privé;HORS CONTRAT;10
0500089A;Public;SANS OBJET;99
0501880X;Public;SANS OBJET;99
0511959C;Public;SANS OBJET;99
0511960D;Public;SANS OBJET;99
0512015N;Privé;HORS CONTRAT;10
0512070Y;Privé;HORS CONTRAT;10
0512080J;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0512163Z;Public;SANS OBJET;99
0521134A;Privé;HORS CONTRAT;10
0530039E;Public;SANS OBJET;99
0530966M;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0540077R;Public;SANS OBJET;99
0541283B;Public;SANS OBJET;99
0542292Y;Public;SANS OBJET;99
0551004T;Public;SANS OBJET;99
0551005U;Public;SANS OBJET;99
0551006V;Public;SANS OBJET;99
0561746U;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0570324T;Public;SANS OBJET;99
0572175E;Public;SANS OBJET;99
0573122J;Privé;HORS CONTRAT;10
0573756Y;Privé;HORS CONTRAT;10
0596406T;Privé;HORS CONTRAT;10
0597289C;Privé;HORS CONTRAT;10
0610027Y;Public;SANS OBJET;99
0610050Y;Public;SANS OBJET;99
0610716X;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0611100P;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0611157B;Public;SANS OBJET;99
0624366J;Privé;HORS CONTRAT;10
0631823P;Public;SANS OBJET;99
0641386J;Privé;HORS CONTRAT;10
0641815A;Public;SANS OBJET;99
0641900T;Privé;HORS CONTRAT;10
0642112Y;Privé;HORS CONTRAT;10
0642167H;Privé;HORS CONTRAT;10
0651020F;Public;SANS OBJET;99
0651036Y;Privé;HORS CONTRAT;10
0660756N;Privé;HORS CONTRAT;10
0660876U;Privé;HORS CONTRAT;10
0660903Y;Public;SANS OBJET;99
0660918P;Public;SANS OBJET;99
0670072P;Public;SANS OBJET;99
0672708E;Public;SANS OBJET;99
0672722V;Public;SANS OBJET;99
0673089U;Privé;HORS CONTRAT;10
0673099E;Public;SANS OBJET;99
0681792D;Privé;HORS CONTRAT;10
0681889J;Public;SANS OBJET;99
0681962N;Privé;HORS CONTRAT;10
0682065A;Privé;HORS CONTRAT;10
0690557F;Privé;HORS CONTRAT;10
0690696G;Privé;HORS CONTRAT;10
0691475D;Privé;CONTRAT D'ASSOCIATION TOUTES CLASSES;30
0692450N;Public;SANS OBJET;99
0693909Z;Public;SANS OBJET;99
0694485A;Privé;HORS CONTRAT;10
0694578B;Privé;HORS CONTRAT;10
0701194T;Public;SANS OBJET;99
